timestamp,server_name,cpu_percent,memory_percent,disk_usage_percent,network_in_mbps,network_out_mbps,disk_io_read,disk_io_write,status
2025-01-15 09:45:00,web-server-01,36.6,37.4,83.3,80.7,43.9,1198,533,warning
2025-01-15 09:45:00,db-server-01,60.4,44.0,60.1,75.2,49.8,593,78,healthy
2025-01-15 09:45:00,app-server-01,25.6,75.2,65.7,82.4,148.4,391,704,warning
2025-01-15 09:45:00,cache-server-01,16.2,45.9,34.0,114.3,31.9,439,933,healthy
2025-01-15 09:50:00,web-server-01,45.0,19.9,40.4,52.3,80.0,532,981,healthy
2025-01-15 09:50:00,db-server-01,53.3,44.0,72.3,112.3,108.5,1274,770,healthy
2025-01-15 09:50:00,app-server-01,15.2,78.4,33.9,121.6,133.9,1032,971,warning
2025-01-15 09:50:00,cache-server-01,15.3,40.7,77.9,136.3,80.6,928,735,healthy
2025-01-15 09:55:00,web-server-01,29.0,25.5,90.3,94.6,60.7,801,457,critical
2025-01-15 09:55:00,db-server-01,86.9,55.3,62.0,97.8,70.5,601,581,critical
2025-01-15 09:55:00,app-server-01,15.4,86.7,70.1,64.1,20.2,987,744,critical
2025-01-15 09:55:00,cache-server-01,24.8,43.9,56.2,104.1,82.2,109,681,healthy
2025-01-15 10:00:00,web-server-01,42.7,34.7,75.5,112.7,123.1,1065,225,healthy
2025-01-15 10:00:00,db-server-01,64.1,55.2,53.3,95.4,140.0,176,900,healthy
2025-01-15 10:00:00,app-server-01,41.4,63.2,95.0,49.1,32.1,556,467,critical
2025-01-15 10:00:00,cache-server-01,53.5,33.1,60.3,133.2,83.4,159,69,healthy
2025-01-15 10:05:00,web-server-01,44.4,54.1,73.2,120.8,134.5,419,303,healthy
2025-01-15 10:05:00,db-server-01,48.1,41.4,72.4,123.3,124.8,160,905,healthy
2025-01-15 10:05:00,app-server-01,34.3,73.4,61.8,84.7,58.3,1192,594,healthy
2025-01-15 10:05:00,cache-server-01,32.7,54.4,50.4,111.8,115.4,310,65,healthy
2025-01-15 10:10:00,web-server-01,5.0,40.9,25.0,76.9,73.5,716,316,healthy
2025-01-15 10:10:00,db-server-01,50.5,42.0,47.6,163.8,27.9,1114,106,healthy
2025-01-15 10:10:00,app-server-01,23.8,90.0,55.5,100.7,76.1,1348,619,critical
2025-01-15 10:10:00,cache-server-01,38.2,32.5,55.2,160.6,126.6,598,95,healthy
2025-01-15 10:15:00,web-server-01,34.5,40.7,38.0,118.6,117.4,778,438,healthy
2025-01-15 10:15:00,db-server-01,69.8,55.4,34.1,172.3,118.8,241,283,healthy
2025-01-15 10:15:00,app-server-01,25.6,73.8,64.2,171.1,130.9,772,682,healthy
2025-01-15 10:15:00,cache-server-01,36.9,49.1,92.4,183.0,97.5,359,607,critical
2025-01-15 10:20:00,web-server-01,48.8,48.7,59.2,59.6,131.6,1180,429,healthy
2025-01-15 10:20:00,db-server-01,63.0,56.1,46.8,148.9,88.9,618,218,healthy
2025-01-15 10:20:00,app-server-01,18.4,82.3,60.0,155.7,109.7,944,863,warning
2025-01-15 10:20:00,cache-server-01,34.0,50.5,95.0,30.5,87.6,1301,248,critical
2025-01-15 10:25:00,web-server-01,34.3,39.6,75.2,87.7,85.1,1489,192,healthy
2025-01-15 10:25:00,db-server-01,57.3,58.5,62.5,32.0,74.9,1312,440,healthy
2025-01-15 10:25:00,app-server-01,42.2,72.4,79.5,108.2,11.2,428,135,healthy
2025-01-15 10:25:00,cache-server-01,5.0,41.8,25.0,112.6,84.9,654,193,healthy
2025-01-15 10:30:00,web-server-01,5.0,36.6,36.7,41.5,105.1,1054,451,healthy
2025-01-15 10:30:00,db-server-01,59.9,56.8,46.1,94.0,31.9,1326,817,healthy
2025-01-15 10:30:00,app-server-01,17.5,61.1,69.8,178.7,113.9,82,463,healthy
2025-01-15 10:30:00,cache-server-01,51.4,27.0,55.7,133.6,67.3,1463,814,healthy
2025-01-15 10:35:00,web-server-01,49.1,29.5,62.6,55.8,70.7,1410,791,healthy
2025-01-15 10:35:00,db-server-01,51.1,62.3,77.2,78.7,111.2,123,403,healthy
2025-01-15 10:35:00,app-server-01,33.2,83.2,33.8,124.5,62.7,161,271,warning
2025-01-15 10:35:00,cache-server-01,14.7,32.7,57.2,166.1,111.8,1046,627,healthy
2025-01-15 10:40:00,web-server-01,45.7,43.6,31.7,37.2,28.9,200,963,healthy
2025-01-15 10:40:00,db-server-01,67.7,34.7,87.6,89.2,134.3,723,756,warning
2025-01-15 10:40:00,app-server-01,52.9,47.6,25.0,14.3,91.9,513,313,healthy
2025-01-15 10:40:00,cache-server-01,44.1,39.0,69.1,175.0,99.0,1358,962,healthy
2025-01-15 10:45:00,web-server-01,74.1,20.8,95.0,126.1,112.1,652,110,critical
2025-01-15 10:45:00,db-server-01,88.8,37.7,43.6,119.2,103.8,730,47,critical
2025-01-15 10:45:00,app-server-01,24.0,41.3,55.9,181.8,96.1,864,544,healthy
2025-01-15 10:45:00,cache-server-01,25.3,30.9,51.4,113.0,131.5,1221,805,healthy
2025-01-15 10:50:00,web-server-01,36.7,32.3,60.1,134.4,60.2,100,427,healthy
2025-01-15 10:50:00,db-server-01,62.8,41.4,48.7,182.9,117.5,61,371,healthy
2025-01-15 10:50:00,app-server-01,48.2,66.5,67.2,125.3,126.4,767,650,healthy
2025-01-15 10:50:00,cache-server-01,24.5,56.7,58.6,190.9,55.3,713,783,healthy
2025-01-15 10:55:00,web-server-01,53.6,44.9,58.4,89.3,61.0,1377,222,healthy
2025-01-15 10:55:00,db-server-01,51.9,90.0,64.2,80.2,30.9,1135,559,critical
2025-01-15 10:55:00,app-server-01,22.9,67.9,75.0,64.1,98.4,573,452,healthy
2025-01-15 10:55:00,cache-server-01,15.9,44.4,95.0,74.3,96.9,1162,540,critical
2025-01-15 11:00:00,web-server-01,45.9,19.1,64.1,68.9,95.8,189,492,healthy
2025-01-15 11:00:00,db-server-01,31.7,55.4,92.5,124.8,139.2,196,240,critical
2025-01-15 11:00:00,app-server-01,39.1,54.4,41.0,155.6,48.2,102,493,healthy
2025-01-15 11:00:00,cache-server-01,21.1,34.9,67.2,12.6,107.5,1313,993,healthy
2025-01-15 11:05:00,web-server-01,52.7,17.2,80.3,50.3,67.7,1213,229,warning
2025-01-15 11:05:00,db-server-01,95.0,64.2,48.4,38.3,107.3,1385,467,critical
2025-01-15 11:05:00,app-server-01,35.6,78.0,85.3,123.8,131.6,197,769,warning
2025-01-15 11:05:00,cache-server-01,58.7,37.0,54.1,177.7,41.8,1304,459,healthy
2025-01-15 11:10:00,web-server-01,57.6,31.5,41.3,67.4,84.9,1090,657,healthy
2025-01-15 11:10:00,db-server-01,72.3,60.0,85.3,35.8,20.7,958,756,warning
2025-01-15 11:10:00,app-server-01,30.3,70.2,84.1,31.2,119.2,356,119,warning
2025-01-15 11:10:00,cache-server-01,37.6,43.4,56.4,138.9,42.2,1141,240,healthy
2025-01-15 11:15:00,web-server-01,52.3,24.1,25.0,150.7,54.0,1069,336,healthy
2025-01-15 11:15:00,db-server-01,46.7,57.5,49.9,124.8,100.6,1488,746,healthy
2025-01-15 11:15:00,app-server-01,5.0,78.9,95.0,171.9,99.9,1236,232,critical
2025-01-15 11:15:00,cache-server-01,36.5,43.7,83.6,58.5,36.2,900,575,warning
2025-01-15 11:20:00,web-server-01,70.6,24.1,86.1,174.6,117.7,63,621,warning
2025-01-15 11:20:00,db-server-01,59.2,32.0,40.6,183.8,46.7,52,146,healthy
2025-01-15 11:20:00,app-server-01,52.1,66.7,68.0,33.9,144.2,368,574,healthy
2025-01-15 11:20:00,cache-server-01,51.1,25.5,25.0,102.8,78.5,183,196,healthy
2025-01-15 11:25:00,web-server-01,70.3,58.9,88.0,147.7,19.1,136,823,warning
2025-01-15 11:25:00,db-server-01,42.6,48.1,95.0,34.5,20.9,657,777,critical
2025-01-15 11:25:00,app-server-01,33.8,78.0,45.9,114.8,31.6,1396,539,warning
2025-01-15 11:25:00,cache-server-01,16.9,34.4,58.8,130.5,121.6,1149,114,healthy
2025-01-15 11:30:00,web-server-01,38.7,35.8,30.0,168.8,24.1,1183,54,healthy
2025-01-15 11:30:00,db-server-01,68.5,44.1,28.6,112.6,21.6,583,704,healthy
2025-01-15 11:30:00,app-server-01,21.1,60.5,53.2,43.4,5.5,1192,427,healthy
2025-01-15 11:30:00,cache-server-01,18.8,54.3,77.6,61.5,36.5,372,934,healthy
2025-01-15 11:35:00,web-server-01,69.4,31.5,75.1,18.6,129.0,1320,844,healthy
2025-01-15 11:35:00,db-server-01,64.8,61.2,60.0,50.9,30.6,644,606,healthy
2025-01-15 11:35:00,app-server-01,29.6,42.6,58.1,120.8,88.7,1475,55,healthy
2025-01-15 11:35:00,cache-server-01,18.4,32.6,25.0,34.2,39.1,460,941,healthy
2025-01-15 11:40:00,web-server-01,32.7,35.5,27.1,18.6,89.1,780,54,healthy
2025-01-15 11:40:00,db-server-01,46.9,42.7,65.8,169.1,122.4,1323,784,healthy
2025-01-15 11:40:00,app-server-01,49.6,65.0,51.2,155.7,98.5,196,59,healthy
2025-01-15 11:40:00,cache-server-01,33.1,15.0,58.3,113.0,105.0,490,746,healthy
2025-01-15 11:45:00,web-server-01,18.8,73.3,54.0,137.0,53.2,1117,648,healthy
2025-01-15 11:45:00,db-server-01,48.3,48.5,61.3,40.4,54.8,1286,112,healthy
2025-01-15 11:45:00,app-server-01,35.7,60.1,66.5,129.6,42.5,516,967,healthy
2025-01-15 11:45:00,cache-server-01,33.3,29.4,51.6,97.0,105.7,1049,771,healthy
2025-01-15 11:50:00,web-server-01,60.5,25.0,42.4,12.5,20.6,1316,193,healthy
2025-01-15 11:50:00,db-server-01,78.8,56.7,50.2,134.3,92.5,990,262,warning
2025-01-15 11:50:00,app-server-01,44.7,80.3,68.5,123.9,144.0,1421,397,warning
2025-01-15 11:50:00,cache-server-01,12.1,35.0,67.7,103.0,147.3,734,284,healthy
2025-01-15 11:55:00,web-server-01,58.5,53.0,78.6,19.4,13.7,877,611,healthy
2025-01-15 11:55:00,db-server-01,44.5,27.2,52.8,80.8,143.0,993,762,healthy
2025-01-15 11:55:00,app-server-01,26.4,59.3,65.4,156.4,66.4,754,265,healthy
2025-01-15 11:55:00,cache-server-01,36.6,54.6,82.1,178.4,118.3,54,614,warning
